mlbamID,Name,BDB,statsID,cbsID,espnFantasyID,espnID,retroID,Pos_Class,bisID,altName
150242,Jae Seo,seoja01,6824,211693,,,seo-j001,,895,Jae Weong Seo
400154,Dane Sardinha,sardida01,6826,395544,719,4986,sardd001,C,353,
150392,Ricky Stone,stoneri01,6837,21713,,,stonr001,P,576,
279576,Steve Torrealba,torrest01,6839,44076,,,torrs002,C,119,
407791,Brendan Donnelly,donnebr01,6840,284595,722,5001,donnb001,P,1441,
408039,So Taguchi,tagucso01,6843,285635,723,5004,tagus001,OF,1186,
279566,Nathan Haynes,haynena01,6844,174693,1713,5013,haynn001,OF,17,
407778,Dave Kelton,keltoda01,6848,181892,,,keltd001,,285,
400021,Joe Borchard,borchjo01,6849,223540,728,5014,borcj001,OF,224,
400290,Austin Kearns,kearnau01,6851,181966,727,5012,keara001,OF,332,
407398,Mario Ramos,ramosma01,6854,288979,,,ramom001,,1272,
407835,Jason Lane,laneja01,6855,182277,738,5032,lanej001,OF,1397,
407871,Joe Thurston,thursjo01,6856,284647,1527,5028,thurj001,IF,673,
408252,Brandon Phillips,phillbr01,6857,225418,737,5031,philb001,IF,791,
400306,Justin Wayne,wayneju01,6858,223584,,,waynj001,,803,
407896,Billy Traber,trabebi01,6860,285267,732,5022,trabb001,P,410,
407799,Brandon Claussen,clausbr01,6861,284585,729,5016,claub001,,814,
407886,Ryan Ludwick,ludwiry01,6862,223483,742,5036,ludwr001,OF,1260,
407781,Marlon Byrd,byrdma01,6863,284578,739,5033,byrdm001,OF,950,
408206,Brett Myers,myersbr01,6864,288913,730,5017,myerb001,P,962,
407399,J.R. House,housejr01,6865,223629,1526,5027,housj001,C,992,
407807,Dennis Tankersley,tankede01,6867,284644,,,tankd001,P,1054,
407867,Jimmy Journell,journji01,6868,284615,,,jourj001,,1161,
408307,Carl Crawford,crawfca02,6870,182199,741,5035,crawc002,OF,1201,
408213,Hank Blalock,blaloha01,6871,288940,736,5030,blalh001,1B,1419,
408241,Jake Peavy,peavyja01,6872,288915,731,5019,peavj001,P,1051,
407378,Tony Torcato,torcato01,6874,182118,,,torct001,,1134,
407861,Orlando Hudson,hudsoor01,6875,284611,735,5029,hudso001,IF,1307,
400126,Delvin James,jamesde01,6876,212024,,,jamed002,,1215,
407899,Luis Ugueto,uguetlu01,6878,288992,,,uguel001,IF,1400,
407796,John Foster,fostejo01,6881,225359,,,fostj001,P,86,
346793,Jeremy Affeldt,affelje01,6883,223741,744,5061,affej001,P,583,
407900,Miguel Asencio,asencmi01,6884,289008,745,5062,asenm001,P,586,
407901,Jorge Sosa,sosajo02,6885,288919,746,5063,sosaj002,P,1228,
400141,Horacio Ramirez,ramirho01,6889,212257,750,5072,ramih002,P,110,
408202,Luis C. Garcia,,6890,,,,,OF,140,
150225,Mike Moriarty,moriami01,6891,27535,,,morim001,,158,
407792,Alfredo Amezaga,amezaal01,6892,223535,747,5066,ameza001,OF,1,
407890,Colby Lewis,lewisco01,6893,284621,1528,5067,lewic001,,1259,
407906,Jeff Farnsworth,farnsje01,6895,288954,,,farnj001,P,465,
407859,Scott Cassidy,cassisc01,6896,284581,751,,casss001,,1293,
407905,Felix Escalona,escalfe01,6897,289009,,,escaf001,,1204,
407903,Corey Thurman,thurmco01,6898,288990,,,thurc001,,1324,
407885,Mark Ellis,ellisma01,6899,182068,753,5086,ellim001,IF,1443,
407891,Kevin Mench,menchke01,6900,182024,754,5088,menck001,OF,1261,
400083,Andres Torres,torrean02,6901,223497,755,5089,torra001,OF,1488,
407757,Nate Field,fieldna01,6903,284599,756,5091,fieln001,P,599,
400073,Oscar Salazar,salazos01,6904,182211,1967,5092,salao001,OF,495,
407839,Kevin Gryboski,gryboke01,6905,284607,757,5093,grybk001,P,91,
407795,John Ennis,ennisjo01,6906,284597,1782,5094,ennij001,P,85,
407850,Brian Mallette,mallebr01,6907,284623,,,mallb002,,1460,
407836,Brandon Puffer,puffebr01,6908,284632,758,5097,puffb001,P,572,
407884,Tyler Yates,yatesty01,6909,284655,759,5098,yatet001,P,1527,
407853,Erik Bedard,bedarer01,6910,288939,760,5099,bedae001,P,126,
407875,Hansel Izquierdo,,6912,,,,,P,522,
400058,Brad Lidge,lidgebr01,6913,212027,761,5102,lidgb001,P,563,
407897,Earl Snyder,snydeea01,6914,285265,,,snyde001,,1481,
407794,Jung Keun Bong,,6915,,,,,P,82,
420864,Randy Flores,florera01,6916,292743,762,5105,florr001,P,1446,
150344,Travis Driskill,drisktr01,6917,24057,763,5106,drist001,,134,
407806,Ben Howard,howarbe01,6919,284610,,,howab001,P,1452,
407798,Ryan Langerhans,langery01,6920,284619,764,5109,langr002,OF,98,
407845,Fernando Rodney,rodnefe01,6922,284634,765,5111,rodnf001,P,494,
421004,Jason Simontacchi,simonja01,6924,292315,1693,5113,simoj001,,1181,
421024,Julio Mateo,mateoju01,6925,292721,766,5137,matej001,P,1087,
400086,Justin Kaye,kayeju01,6926,210748,,,kayej001,,1083,
407789,Alex Herrera,herreal01,6928,284609,,,herra001,P,1505,
408107,Bryant Nelson,,6929,,,,,OF,203,
421064,Ty Wigginton,wiggity01,6930,182000,767,5176,wiggt001,1B,1491,
408475,Alex Pelaez,pelaeal01,6931,292096,,,pelaa001,,1470,
421124,Ramon Santiago,santira01,6933,292697,768,5178,santr002,IF,1417,
421104,Lee Gardner,gardnle01,6934,306071,769,5179,gardl001,P,1448,
407397,Esteban German,germaes01,6935,284602,770,5180,germe001,IF,1449,
421685,Aaron Harang,haranaa01,6936,306411,771,5181,haraa001,P,1451,
421684,Chris Snelling,snellch02,6937,224394,772,5182,snelc001,OF,1480,
408240,Julius Matos,matosju01,6938,182279,,,matoj001,,1509,
421983,Jason Pearson,pearsja01,6940,292283,,,pearj002,,1512,
400077,Mike Maroth,marotmi01,6941,223484,773,5186,marom001,1B,1508,
284565,Jayson Durocher,durocja01,6942,24116,,,duroj001,,1497,
407801,Marcus Thames,thamema01,6943,284646,774,5189,thamm001,1B,1523,
424144,Oliver Perez,perezol01,6945,225417,775,5192,pereo002,P,1514,
424164,Kirk Saarloos,saarlki01,6946,307147,776,5193,saark001,P,1516,
400180,Zach Day,dayza01,6947,212015,778,,day-z001,P,1496,
400093,Duaner Sanchez,sanchdu01,6948,223618,777,5194,sancd001,P,1518,
346796,Alexis Gomez,gomezal01,6949,182161,779,5196,gomea001,OF,1501,
424184,Shawn Sedlacek,sedlash01,6950,224431,,,sedls001,,1519,
407804,Eric Cyr,"cyrer01",6951,284590,,,cyr-e001,P,1494,
408224,Aaron Guiel,guielaa01,6952,222546,,,guiea001,,1503,
407779,Francis Beltran,beltrfr01,6954,284573,1908,5204,beltf001,P,1530,
407881,Jaime Cerda,cerdaja01,6955,284582,782,5205,cerdj001,,1532,
346873,Luke Hudson,hudsolu01,6957,212023,784,5207,hudsl001,,1542,
424426,Ryan Bukvich,bukviry01,6959,293121,785,5210,bukvr001,P,1531,
424485,Barry Wesson,wessoba01,6961,225455,,,wessb001,,1552,
408201,Howie Clark,clarkho02,6962,288949,1530,5213,clarh001,IF,1533,
424465,Runelvys Hernandez,hernaru03,6963,311663,789,5222,hernr003,P,1528,
407840,Brandon Backe,backebr01,6965,284569,786,5215,backb001,P,1529,
340192,Marco Scutaro,scutama01,6966,132691,787,5217,scutm001,IF,1555,
408242,Wil Nieves,nievewi01,6968,225410,788,5219,nievw001,C,1556,
424625,Jason Kershner,kershja01,6969,316295,,,kersj001,P,1566,
407828,Matt Cepicky,cepicma01,6975,225333,790,5292,cepim001,,1562,
400002,Matt Childers,childma01,6976,212013,791,5293,chilm001,P,1563,
424805,Mark Hendrickson,hendrma01,6978,223553,792,5295,hendm001,P,1574,
400098,Travis Hafner,hafnetr01,6980,223614,672,4752,hafnt001,1B,1573,
408227,Kit Pellow,pelloki01,6982,182280,,,pellk001,OF,1576,
424825,Coco Crisp,crispco01,6983,292449,793,5299,crisc001,OF,1572,
408210,Chone Figgins,figgich01,6986,225356,795,5302,figgc001,IF,1580,
408036,Josh Bard,bardjo01,6987,174886,676,4763,bardj001,C,1578,
424585,Shane Nance,nancesh01,6988,292750,,,nancs001,,1584,
424925,Clay Condrey,condrcl01,6989,225341,796,5306,condc001,P,1579,
276359,Jeriome Robertson,roberje02,6991,174942,,,robej001,,1619,
424947,Ben Diggins,diggibe01,6993,223476,,,diggb001,,1599,
400118,Wilkin Ruan,ruanwi01,6994,212038,,,ruanw001,OF,1622,
408230,Pedro Feliciano,felicpe01,6995,225355,798,5314,felip002,P,1601,
400109,Esix Snead,sneades01,6996,128990,,,sneae001,,1626,
408074,Trey Hodges,hodgetr01,6997,288907,,,hodgt001,P,1608,
407843,Andy Van Hekken,vanhean01,6998,284650,,,vanha001,P,1630,
408108,Freddy Sanchez,sanchfr01,6999,288985,799,5315,sancf001,IF,1624,
407820,Josh Hancock,hancojo01,7000,,,,hancj001,,1606,
408211,Kevin Cash,cashke01,7001,288948,803,5326,cashk001,C,1593,
407855,Ed Rogers,rogered01,7004,223352,801,5323,rogee001,IF,1621,Eddie Rogers
400051,J.J. Davis,davisjj01,7005,212254,,,davij004,,1597,
407887,Tony Alvarez,alvarto01,7006,284565,,,alvat002,OF,1587,
425106,Jim Rushford,rushfji01,7007,225434,,,rushj001,1B,1623,
408064,Trey Lunsford,lunsftr01,7008,285424,,,lunst001,,1614,
276543,Jason Grabowski,graboja01,7010,174688,,,grabj001,,1604,
425126,Jason Shiell,shielja01,7013,29429,1531,5332,shiej001,P,1625,
425146,Nate Robertson,roberna01,7014,367803,805,5336,roben001,P,1620,
408299,Omar Infante,infanom01,7016,225374,806,5339,infao001,IF,1609,
407883,Franklyn German,germafr01,7018,284603,807,5341,germf001,P,1603,
400076,Shane Loux,louxsh01,7019,223482,2017,5342,louxs001,P,1613,
282598,Luke Allen,allenlu01,7022,174883,,,allel001,1B,1586,
407784,Eric Junge,jungeer01,7023,284616,,,junge001,P,1611,
425206,Jamey Carroll,carroja01,7024,174666,809,5349,carrj001,IF,1591,
408306,Rocco Baldelli,baldero01,7025,288936,810,5352,baldr001,OF,1656,
425226,Brian Tallet,tallebr01,7027,370396,812,5354,tallb001,P,1646,
400018,Miguel Olivo,olivomi01,7028,223565,813,5355,olivm001,C,1638,
276511,Eric DuBose,duboser01,7030,,815,5358,duboe001,P,1633,
420684,Ben Kozlowski,kozlobe01,7031,371660,,,kozlb001,P,1634,
331492,Todd Sears,searsto01,7033,129068,,,seart001,,1645,
425286,Wes Obermueller,obermwe01,7036,371927,817,5365,oberw001,,1637,
407892,Andy Pratt,prattan01,7038,284630,,,prata001,,1640,
150130,Dusty Wathan,wathadu01,7039,181967,,,wathd001,,1648,
425386,Jeremy Guthrie,guthrje01,7040,390771,818,5370,guthj001,P,2072,
425686,Hideki Matsui,matsuhi01,7042,384542,820,5372,matsh001,1B,1659,
428420,Mike Gosling,goslimi01,7045,292745,841,5400,goslm001,P,2204,
430668,Scott Hairston,hairssc01,7046,393032,842,5401,hairs001,OF,1926,
425794,Adam Wainwright,wainwad01,7048,389743,844,5403,waina001,P,2233,
425903,Kevin Youkilis,youkike01,7049,390828,822,5375,youkk001,1B,1935,
407907,Joe Valentine,valenjo04,7051,288994,,,valej005,P,1810,
425551,Choo Freeman,freemch01,7052,174907,863,5432,freec001,,1872,
425496,Cody Ross,rossco01,7053,181896,845,5404,rossc001,OF,1760,
408236,Adrian Gonzalez,gonzaad01,7054,288903,846,5405,gonza003,1B,1908,
407833,John Buck,buckjo01,7056,284577,847,5407,buckj001,C,2041,
429663,Chris Burke,burkech01,7057,448404,864,5433,burkc001,IF,2164,
425542,Koyie Hill,hillko01,7059,288961,830,5385,hillk002,C,1829,
430608,Ben Hendrickson,hendrbe01,7060,448408,831,5386,hendb001,P,2175,
217915,Lew Ford,fordle01,7061,292471,,,fordl001,OF,1724,
408045,Joe Mauer,mauerjo01,7062,288970,824,5378,mauej001,C,1857,
408047,Justin Morneau,morneju01,7063,288974,825,5379,mornj001,1B,1737,
408310,Aaron Heilman,heilmaa01,7065,292004,849,5410,heila001,P,1751,
425428,Jorge De Paula,,7068,,,,,P,1827,
407785,Andy Machado,machaan01,7070,284622,826,,macha001,IF,1853,Anderson Machado
425492,Ryan Madson,madsory01,7071,383447,827,5382,madsr001,P,1852,
400284,Chase Utley,utleych01,7072,288923,828,5383,utlec001,IF,1679,
430634,Sean Burnett,burnese01,7073,448914,829,5384,burns001,P,1886,
425817,Jesse Foppert,foppeje01,7074,292128,852,5415,foppj001,P,1688,
425821,Todd Linden,lindeto01,7075,292130,853,5416,lindt001,OF,1803,
425562,Vinnie Chulk,chulkvi01,7076,390767,854,5417,chulv001,P,1838,
408212,Gabe Gross,grossga01,7077,288958,855,5418,grosg002,OF,2184,
425657,Javier Lopez,lopezja02,7079,390720,832,5388,lopej002,P,1663,
425646,Luis Ayala,ayalalu01,7080,225309,833,5389,ayall001,P,1650,
425659,Hector Luna,lunahe01,7084,292008,858,5421,lunah001,IF,1874,
425656,Wil Ledezma,ledezwi01,7086,390718,834,5391,ledew001,P,1669,Wilfredo Ledezma
425647,D.J. Carrasco,carradj01,7088,390710,835,5393,carrd001,P,1666,
425661,Ronny Paulino,pauliro01,7089,225415,836,5394,paulr001,C,2129,
400050,Chris Spurling,spurlch01,7090,212260,837,5395,spurc001,,1668,
425660,Jose Morban,morbajo01,7093,292824,,,morbj001,1B,1682,
425655,John Koronka,koronjo01,7095,390717,838,5396,koroj001,P,2130,
424706,Marshall McDougall,mcdouma01,7097,292371,839,5398,mcdom001,IF,2128,
425658,Aquilino Lopez,lopezaq01,7098,390719,840,5399,lopea003,P,1671,
400008,Gary Majewski,majewga01,7099,220080,859,5427,majeg001,P,2131,
425650,Jason Dubois,duboija01,7100,390713,860,5428,duboj001,OF,1941,
425662,Matt Roney,roneyma01,7102,390722,861,5430,ronem001,,1670,
425664,Shane Victorino,victosh01,7104,292349,848,5409,victs001,OF,1677,
425827,Jeremy Bonderman,bondeje01,7106,387480,866,5436,bondj001,P,1667,
425554,Josh Stewart,stewajo02,7107,383454,,,stewj001,,1683,
425528,Seth McClung,mccluse01,7108,390779,867,5438,mccls002,P,1657,
425882,Tommy Phelps,phelpto01,7111,292828,,,phelt002,,1665,
425629,Oscar Villarreal,villaos01,7112,225252,870,5442,villo001,P,1654,
150159,Stephen Randolph,randost01,7113,21681,1685,5443,rands001,P,1655,
407873,Steve Colyer,colyest01,7114,284586,1675,5444,colys001,,1678,
425606,Kiko Calero,calerki01,7115,224664,871,5446,calek001,P,1676,
425631,Robby Hammock,hammoro01,7116,292002,872,5447,hammr001,C,1686,
407862,Reed Johnson,johnsre02,7118,225381,873,5452,johnr008,OF,1702,
425627,Andrew Good,goodan01,7119,390850,,,gooda001,,1690,
425450,Rosman Garcia,garciro01,7120,383083,,,garcr004,P,1691,
425630,Brandon Webb,webbbr01,7121,390856,875,5455,webbb001,P,1692,
282567,Claudio Vargas,vargacl01,7125,174955,878,5460,vargc001,P,1695,
408042,Gerald Laird,lairdge01,7129,288967,879,5465,lairg001,C,1698,
429260,David Matranga,matrada01,7130,393617,880,,matrd001,IF,1752,Dave Matranga
429280,Nate Bland,blandna01,7131,396514,,,blann001,,1700,
425626,Chris Capuano,capuach01,7132,223612,881,5469,capuc001,P,1701,
425883,Dontrelle Willis,willido03,7133,390827,882,5470,willd003,P,1703,
429300,Roger Deago,deagoro01,7134,397031,,,deagr001,P,1705,
425487,Todd Wellemeyer,welleto01,7136,383416,884,5475,wellt002,P,1709,
408221,Jason Young,youngja01,7137,393593,,,younj002,,1707,
425864,Miguel Ojeda,ojedami01,7139,390819,885,5478,ojedm001,C,1712,
408232,Ray Olmedo,olmedra01,7142,225413,892,5508,olmer001,IF,1718,
424726,Jason Bay,bayja01,7143,390795,886,5496,bay-j001,OF,1717,
429400,Adam Loewen,loewead01,7144,448946,889,5502,loewa001,OF,2134,
425548,Garrett Atkins,atkinga01,7145,292231,891,5507,atkig001,IF,1790,
429420,Bubba Crosby,crosbbu01,7146,225342,894,5511,crosb001,,1722,
429421,Colin Porter,porteco01,7147,181772,,,portc002,,1725,
400124,Zach Sorensen,sorenza01,7148,181645,,,sorez001,,1728,
407878,Jose Valverde,valvejo01,7151,284649,890,5504,valvj001,P,1726,
408249,Julio Manon,manonju01,7153,292009,1532,5506,manoj001,P,1732,
400113,Les Walrond,walrole01,7155,212042,1533,5518,walrl001,P,1735,
425509,Jhonny Peralta,peraljh01,7156,224393,895,5527,peraj001,IF,1738,
425632,Matt Kata,katama01,7159,225383,896,5532,katam001,IF,1741,
429580,Bo Hart,hartbo01,7162,293098,,,hartb001,,1743,
408234,Miguel Cabrera,cabremi01,7163,288897,897,5544,cabrm001,1B,1744,
346846,Carlos Valderrama,valdeca02,7164,182226,,,valdc002,,1746,
429731,Eric Bruntlett,brunter01,7166,292338,898,5550,brune001,IF,1753,
425546,Nate Bump,bumpna01,7169,383441,,,bumpn001,P,1755,
425407,Stephen Smitherman,smithst02,7170,382865,,,smits001,,1758,
277407,Chris Mears,mearsch01,7171,174716,,,mearc001,,1756,
429717,Dan Haren,harenda01,7172,400617,902,5565,hared001,P,1757,
408037,Jason Stanford,stanfja01,7174,285266,1734,5570,stanj002,P,1763,
425556,Laynce Nix,nixla01,7176,225411,904,5576,nix-l001,OF,1766,
407880,Luis Terrero,terrelu01,7177,182085,906,5581,terrl001,OF,1765,
429781,Kevin Correia,correke01,7178,401204,905,5580,corrk001,P,1767,
425848,Rich Harden,harderi01,7180,390807,907,5588,hardr001,P,1772,
425511,Prentice Redman,redmapr01,7181,383410,2099,5592,redmp001,OF,1811,
429821,Mark Malaska,malasma01,7182,402618,,,malam001,,1769,
429842,Ryan Wagner,wagnery01,7183,402644,908,5593,wagnr001,P,1770,
429841,Matt Diaz,diazma02,7184,293119,909,5595,diazm003,OF,1771,
282587,Alex Prieto,,7185,,,,,IF,1778,
429901,Sergio Mitre,mitrese01,7186,402653,910,5596,mitrs001,P,1773,
407813,Rene Reyes,reyesre01,7187,284633,,,reyer001,OF,1774,
212356,Terrmel Sledge,sledgte01,7188,376712,,,sledt001,,1878,
407831,Valentino Pascucci,pascuva01,7189,284628,2100,5609,pascv001,1B,1915,Val Pascucci
425835,Chin-hui Tsao,tsaoch01,7190,223635,911,5606,tsaoc001,P,1776,
425477,Robb Quinlan,quinlro01,7192,225423,913,5612,quinr002,1B,1779,
429981,Roy Corcoran,corcoro01,7193,404235,1534,5613,corcr001,P,1780,
429709,Ramon Nivar,nivarra01,7195,292410,,,nivar001,IF,1781,
429983,Greg Jones,jonesgr01,7196,393414,914,5619,joneg001,P,1782,
425406,Josh Hall,halljo03,7198,382864,,,hallj002,P,1784,
429985,Chad Gaudin,gaudich01,7199,404386,916,5627,gaudc001,P,1783,
408304,Jon Switzer,switzjo01,7200,288988,917,5628,switj001,P,1786,
425471,Jimmy Gobble,gobblji01,7201,390849,918,5629,gobbj001,P,1791,
425475,Aaron Looper,loopeaa01,7202,224390,,,loopa001,,1788,
400119,Mark Budzinski,budzima01,7203,223543,,,budzm001,,1789,
150164,Joe DePastino,depasjo01,7204,23873,,,depaj001,,1792,
407816,J.J. Putz,putzjj01,7205,225422,919,5640,putzj001,P,1795,
276514,Kevin Gregg,greggke01,7206,174914,920,5641,gregk001,P,1793,
430021,Juan Dominguez,dominju01,7208,405182,,,domij001,,1796,
425840,Neal Cotts,cottsne01,7209,390801,923,5644,cottn001,P,1797,
424668,Jon Adkins,adkinjo01,7210,383439,924,5648,adkij001,P,1799,
425789,Brian Sweeney,sweenbr01,7211,292018,1535,5649,sweeb001,,1801,
407819,Matt Thornton,thornma01,7212,224395,925,5650,thorm001,P,1918,
430001,Rickie Weeks,weeksri01,7213,433808,926,5652,weekr001,IF,1849,
425634,Mike Hessman,hessmmi01,7214,376710,1755,5655,hessm001,IF,1808,
425468,Rob Bowen,bowenro01,7215,292739,927,5678,bower002,1B,1817,
430061,Mike Wood,woodmi01,7216,431267,928,5687,woodm002,P,1806,
425531,Doug Waechter,waechdo01,7218,383456,929,5713,waecd001,P,1814,
407783,Geoff Geary,gearyge01,7219,390848,930,5727,gearg001,P,1813,
425484,Jon Leicester,leicejo01,7220,383406,931,5728,leicj001,P,2092,
430101,Chad Cordero,cordech01,7221,432207,932,5752,cordc001,P,1816,
425853,Bobby Crosby,crosbbo01,7223,292366,933,5770,crosb002,IF,1818,
150089,Michel Hernandez,hernami01,7224,127561,935,5780,hernm002,C,1835,
430161,Noah Lowry,lowryno01,7226,392297,934,5779,lowrn001,,1833,
425446,Aaron Miles,milesaa01,7228,292281,938,5795,milea001,IF,1844,
425526,Pete LaForest,laforpe01,7229,390775,936,5792,lafop001,1B,1821,
408054,Tom Gregorio,gregoto01,7230,288957,,,gregt002,,1831,
425549,Clint Barmes,barmecl01,7231,292678,941,5798,barmc001,IF,1830,
430203,David DeJesus,dejesda01,7232,392080,942,5799,dejed001,OF,1825,
425867,Khalil Greene,greenkh01,7233,390804,940,5797,greek002,IF,1826,
408067,Lance Niekro,niekrla01,7234,285425,939,5796,niekl001,P,1832,
279827,Humberto Quintero,quinthu01,7235,174796,937,5794,quinh001,C,1824,
425473,Jamal Strong,stronja01,7236,225445,887,5497,stroj002,,1820,
429984,Scott Proctor,proctsc01,7237,448958,943,5810,procs001,1B,1911,
430261,Pete Zoccolillo,zoccope01,7238,392959,,,zoccp001,,1828,
408052,Chris Bootcheck,bootcch01,7239,288942,944,5821,bootc001,P,1842,
279571,Matt Belisle,belisma01,7240,174984,945,5829,belim001,P,1837,
429719,Edwin Jackson,jacksed01,7241,433026,946,5842,jacke001,P,1841,
430304,Juan Cerros,,7242,,,,,P,1839,
420673,Matt Watson,watsoma02,7244,392503,,,watsm002,OF,1846,
430404,Jonny Gomes,gomesjo01,7245,433807,947,5860,gomej001,OF,1845,
346848,John Grabow,grabojo02,7246,223628,949,5864,grabj002,P,1848,
425449,Graham Koonce,kooncgr01,7248,390813,,,koong001,,1851,
430565,Kazuo Matsui,matsuka01,7250,449864,950,5876,matsk001,IF,1854,
425787,Tim Hamulack,hamulti01,7251,390806,951,5877,hamut001,P,1900,
430788,Akinori Otsuka,otsukak01,7252,450362,952,5878,otsua001,,1895,
425560,Adam LaRoche,larocad01,7253,390776,953,5879,laroa001,1B,1904,
425567,Alex Rios,riosal01,7254,383411,954,5880,riosa002,OF,2090,
430968,Shingo Takatsu,takatsh01,7255,482627,,,takas001,P,1896,
429713,Grady Sizemore,sizemgr01,7256,392088,956,5882,sizeg001,OF,2197,
425844,Zack Greinke,greinza01,7257,390851,957,5883,greiz001,P,1943,
430828,Chris Shelton,sheltch01,7259,392544,959,5885,shelc001,IF,1891,
425905,Frank Brooks,brookfr01,7262,391155,960,5888,broof001,,1877,
430831,Jeff Bennett,benneje01,7263,451803,1836,5889,bennj002,P,1903,
430834,Chris Mabeus,mabeuch01,7266,451810,,,mabec001,,1892,
430837,Lenny DiNardo,dinarle01,7268,451805,962,5894,dinal001,P,1894,
430838,Willy Taveras,taverwi01,7269,292019,963,5895,tavew001,OF,1876,
430841,Colter Bean,beanco01,7271,451802,964,5897,beanc001,P,2246,
430842,Lino Urdaneta,urdanli01,7272,451815,1690,5898,urdal001,P,1862,
408038,JD Closser,clossjd01,7274,181596,965,,closj001,C,2108,J.D. Closser
425565,Guillermo Quiroz,quirogu01,7275,383409,966,,quirg001,C,7989,
425900,Dioner Navarro,navardi01,7276,387245,967,5902,navad001,C,3179,
430899,Napoleon Calzado,calzana01,7277,225327,,,calzn001,,2335,
429665,Edwin Encarnacion,encared01,7278,392294,969,5904,encae001,IF,2151,
430884,Jesse Crain,crainje01,7279,452162,970,5905,craij001,P,4817,
425768,Angel Guzman,guzmaan01,7280,390805,903,5572,guzma001,P,2145,
407822,Jorge De La Rosa,delarjo01,7281,284591,971,5906,delaj001,P,2047,
429666,J.J. Hardy,hardyjj01,7283,292125,973,5908,hardj003,IF,3797,
430598,Jeremy Reed,reedje03,7284,393619,974,5909,reedj004,OF,4730,
408057,Bobby Jenks,jenksbo01,7285,288962,975,5910,jenkb001,P,8645,
429724,John Van Benschoten,vanbejo01,7286,448976,976,5911,vanbj001,P,2228,
425513,Craig Brazell,brazecr01,7288,383400,1808,5913,brazc001,1B,2081,
425902,Prince Fielder,fieldpr01,7290,390862,978,5915,fielp001,1B,4613,
429708,Andy Marte,martean01,7291,490091,979,5916,marta004,1B,3203,
431148,Scott Kazmir,kazmisc01,7292,483346,980,5917,kazms001,P,4897,
425773,Casey Kotchman,kotchca01,7293,387403,981,5918,kotcc001,1B,1930,
430661,Dustin McGowan,mcgowdu01,7294,223562,982,5919,mcgod001,P,8600,
429662,Josh Barfield,barfijo02,7295,484525,983,5920,barfj003,IF,3622,
425772,Jeff Mathis,mathije01,7296,292722,984,5921,mathj001,C,3448,
425856,Gavin Floyd,floydga01,7297,390847,985,5922,floyg001,P,3886,
425788,Clint Nageotte,nageocl01,7298,292193,986,5923,nagec001,,2156,
429716,J.D. Durbin,durbijd01,7299,393031,987,5924,durbj001,P,7992,
430635,Mike Johnston,johnsmi03,7303,448941,,,johnm005,P,1868,
425861,Shawn Camp,campsh01,7304,132641,990,5930,camps002,P,1855,
430664,Casey Daigle,daiglca01,7305,448922,991,5931,daigc001,P,1880,
430900,Michael Wuertz,wuertmi01,7306,293108,992,5932,wuerm001,P,1856,
430911,David Aardsma,aardsda01,7307,479025,993,5933,aardd001,P,1902,
430566,Chad Bentz,bentzch01,7308,448402,,,bentc001,,1889,
430561,Simon Pond,pondsi01,7309,448282,,,ponds001,,1898,
430630,Jason Frasor,frasoja01,7310,448928,996,5938,frasj002,P,1906,
407812,Matt Holliday,hollima01,7311,181555,997,5940,hollm001,OF,1873,
420672,Phil Seibel,seibeph01,7312,383413,998,5941,seibp001,,1905,
433217,Andres Blanco,blancan01,7313,392116,999,5943,blana001,IF,1907,
407800,Alex Graman,gramaal01,7314,,,,grama001,,1910,
430609,Chris Saenz,saenzch01,7315,448417,,,saenc001,,1913,
430954,Kazuhito Tadano,tadanka01,7316,479392,,,tadak001,,1917,
430619,Justin Huisman,huismju01,7317,293123,,,huisj001,,1914,
430886,Brian Dallimore,dallibr01,7318,,,,dallb001,,1920,
407927,Franklyn Gracesqui,gracefr01,7319,448931,,,gracf001,,1921,
407879,Doug DeVore,devordo01,7320,225247,,,devod001,,1923,
433278,Eduardo Villacis,villaed01,7321,493396,,,ville001,,1922,
425547,Brad Hawpe,hawpebr01,7322,292235,1003,5955,hawpb001,OF,1885,
425778,Matt Hensley,henslma01,7323,390810,,,hensm001,P,1924,
430663,Brian Bruney,brunebr01,7324,448912,1004,5959,brunb001,P,1929,
425555,Daniel Cabrera,cabreda01,7325,383442,1005,5961,cabrd001,P,1931,
407808,Felix Diaz,diazfe01,7326,284592,1566,5962,diazf001,P,1932,
407911,Frank Francisco,francfr01,7327,484950,1006,5963,franf001,P,1933,
407802,Cliff Bartosh,bartocl01,7329,,,,bartc001,,1871,
430617,Scott Dohmann,dohmasc01,7330,448924,1008,5967,dohms001,P,1936,
407817,Allan Simpson,simpsal01,7331,284640,1009,5968,simpa001,,1864,
425834,B.J. Upton,uptonbj01,7333,390784,1011,5970,uptob001,OF,5015,
430683,Justin Germano,germaju01,7334,448929,1012,5971,germj001,P,1938,
407823,Anastacio Martinez,martian01,7335,284624,,,marta003,P,1944,
430579,Elizardo Ramirez,ramirel01,7337,448959,1014,5974,ramie002,P,1946,
429714,Denny Bautista,bautide01,7338,448907,1015,5975,bautd002,P,1947,
150103,Andy Dominique,dominan01,7339,127069,,,domia001,,1948,
430656,Byron Gettis,gettiby01,7340,224665,,,gettb001,,2220,
431160,Jon Knott,knottjo02,7341,393415,1537,5980,knotj001,OF,3942,
